20260715-2122-wizard-shoes/0_input0.png	Wizard Shoes
20260715-2122-wizard-shoes/0_input1.png	Armor Rating 13
20260715-2122-wizard-shoes/0_input2.png	Move Speed 8
20260715-2122-wizard-shoes/0_input3.png	Magical Power 2
20260715-2122-wizard-shoes/0_input4.png	Required Class:
20260715-2122-wizard-shoes/0_input5.png	Wizard, Warlock, Druid, Sorcerer
20260715-2122-wizard-shoes/0_input6.png	Slot Type: Feet
20260715-2122-wizard-shoes/0_input7.png	Armor Type: Leather
20260715-2122-wizard-shoes/0_input8.png	Loot State: Supplied
20260715-2122-wizard-shoes/0_input9.png	Rarity: Common
20260715-2122-wizard-shoes/0_input10.png	Crafted using some the softest leathers to
20260715-2122-wizard-shoes/0_input11.png	accommodate the delicate feet.
