20260716-1203-gloves/0_input0.png	Frostlight Mystic Gloves
20260716-1203-gloves/0_input7.png	+1.5% Magical Damage Bonus
20260716-1203-gloves/0_input14.png	Exquisitely crafted and intricately
20260716-1203-gloves/0_input18.png	"Crafted by Ferngussy"
20260716-1203-gloves/2_input1.png	Riveted Gloves
20260716-1203-gloves/2_input6.png	+1.9% Armor Penetration
20260716-1203-gloves/2_input13.png	ensure a steady grip.
20260716-1203-gloves/4_input0.png	Heavy Gauntlets
20260716-1203-gloves/4_input19.png	"Found by Alukaard"
20260716-1203-gloves/5_input1.png	Leather Gloves
