20260715-2312-spellbook/2_input1.png	Spellbook
20260715-2312-spellbook/2_input2.png	Weapon Damage 22
20260715-2312-spellbook/2_input3.png	Magical Damage 5
20260715-2312-spellbook/2_input4.png	Move Speed -10
20260715-2312-spellbook/2_input5.png	Magic Penetration 5%
20260715-2312-spellbook/2_input6.png	+14 Additional Armor Rating
20260715-2312-spellbook/2_input7.png	+2.5% Magical Damage Bonus
20260715-2312-spellbook/2_input8.png	+1 Additional Weapon Damage
20260715-2312-spellbook/2_input9.png	Required Class:
20260715-2312-spellbook/2_input10.png	Wizard, Cleric, Warlock, Druid, Sorcerer
20260715-2312-spellbook/2_input11.png	Slot Type: Primary Weapon
20260715-2312-spellbook/2_input12.png	Hand Type: Two-Handed
20260715-2312-spellbook/2_input13.png	Weapon Type: Magic Stuff
20260715-2312-spellbook/2_input14.png	Loot State: Looted
20260715-2312-spellbook/2_input15.png	Rarity: Epic
20260715-2312-spellbook/2_input16.png	Crafted from engraved leather bindings
20260715-2312-spellbook/2_input17.png	and pages etched with magical ancient
20260715-2312-spellbook/2_input18.png	runes and markings.
20260715-2312-spellbook/2_input19.png	"Found by LaoD1e"
