0_band0.png	Spear
0_band1.png	Weapon Damage 39
0_band2.png	Move Speed -40
0_band3.png	+2.7% Action Speed
0_band4.png	+1 Additional Weapon Damage
0_band5.png	+1 Physical Power
0_band6.png	+2.3% Magical Damage Bonus
0_band7.png	Required Class:
0_band8.png	Fighter, Druid
0_band9.png	Slot Type: Primary Weapon
0_band10.png	Hand Type: Two-Handed
0_band11.png	Weapon Type: Polearm
0_band12.png	Loot State: Looted
0_band13.png	Rarity: Legendary
0_band14.png	Constructed by melding a piercing metal
0_band15.png	tip to a strong wooden pole, giving it a long
0_band16.png	deadly reach.
0_band17.png	"Found by EF0000"
2_band0.png	Bandage
2_band1.png	Move Speed -10
2_band2.png	Heals 22 (0.5) recoverable health. Takes 4
2_band3.png	seconds to apply the bandage.
2_band4.png	Slot Type: Utility
2_band5.png	Utility Type: Consumable
2_band6.png	Loot State: Handled
2_band7.png	Rarity: Uncommon
2_band8.png	Bandage used to fix a wound.
1_band0.png	Blue Sapphire (Royal)
1_band1.png	Slot Type: Invalid
1_band2.png	Loot State: Looted
1_band3.png	Rarity: Legendary
1_band4.png	The shards of this gem shines a deep blue
1_band5.png	light.
6_band0.png	Hand Crossbow
6_band1.png	Weapon Damage 22
6_band2.png	Move Speed -25
6_band3.png	Armor Penetration 5%
6_band4.png	+3.4% Regular Interaction Speed
6_band5.png	+1.3% Action Speed
6_band6.png	+3.2% Buff Duration Bonus
6_band7.png	+1 Additional Weapon Damage
6_band8.png	Required Class:
6_band9.png	Rogue, Ranger, Bard
6_band10.png	Slot Type: Secondary Weapon
6_band11.png	Hand Type: One-Handed
6_band12.png	Weapon Type: Crossbow
6_band13.png	Loot State: Looted
6_band14.png	Rarity: Legendary
6_band15.png	A small crossbow that seems suitable for
6_band16.png	holding and shooting with one hand.
6_band17.png	"Found by shengqin9"
20260713-1509/0_band0.png	Pigache
20260713-1509/0_band1.png	Armor Rating 16
20260713-1509/0_band2.png	Move Speed 6
20260713-1509/0_band3.png	Agility 2
20260713-1509/0_band4.png	Strength 2
20260713-1509/0_band5.png	+2 Resourcefulness
20260713-1509/0_band6.png	+2 Knowledge
20260713-1509/0_band7.png	+1.1% Physical Damage Reduction
20260713-1509/0_band8.png	Slot Type: Feet
20260713-1509/0_band9.png	Armor Type: Leather
20260713-1509/0_band10.png	Loot State: Looted
20260713-1509/0_band11.png	Rarity: Epic
20260713-1509/0_band12.png	Shoes with sharply pointed toes, crafted
20260713-1509/0_band13.png	from supple leather that comfortably
20260713-1509/0_band14.png	wraps around the instep.
20260713-1509/1_band0.png	Wolf Pelt
20260713-1509/1_band1.png	Slot Type: Invalid
20260713-1509/1_band2.png	Loot State: Looted
20260713-1509/1_band3.png	Rarity: Common
20260713-1509/1_band4.png	A robust hide that is covered in thick
20260713-1509/1_band5.png	coarse fur.
20260713-1831/2_band0.png	Surgical Kit
20260713-1831/2_band1.png	Move Speed -10
20260713-1831/2_band2.png	Instantly recover all of your health. Takes
20260713-1831/2_band3.png	14 seconds to apply the kit.
20260713-1831/2_band4.png	Slot Type: Utility
20260713-1831/2_band5.png	Utility Type: Consumable
20260713-1831/2_band6.png	Loot State: Handled
20260713-1831/2_band7.png	Rarity: Common
20260713-1831/2_band8.png	A medical kit used to dress serious
20260713-1831/2_band9.png	wounds.
20260713-1848/9_band0.png	Short Sword
20260713-1848/9_band1.png	Weapon Damage 28
20260713-1848/9_band2.png	Move Speed -15
20260713-1848/9_band3.png	+17 Luck [15 ~ 30]
20260713-1848/9_band4.png	+12 Magic Resistance [7 ~ 15]
20260713-1848/9_band5.png	+3 Additional Memory Capacity [2 ~ 5]
20260713-1848/9_band6.png	+1.2% Action Speed [1% ~ 2%]
20260713-1848/9_band7.png	Required Class:
20260713-1848/9_band8.png	Fighter, Rogue, Ranger, Bard
20260713-1848/9_band9.png	Slot Type: Secondary Weapon
20260713-1848/9_band10.png	Hand Type: One-Handed
20260713-1848/9_band11.png	Weapon Type: Sword
20260713-1848/9_band12.png	Loot State: Looted
20260713-1848/9_band13.png	Rarity: Legendary
20260713-1848/9_band14.png	A short and broad blade melded to a fine
20260713-1848/9_band15.png	point with a round pommel at its base.
20260713-1848/9_band16.png	"Found by RoterDruide"
20260714-1858/0_band0.png	Gold Crown (Perfect)
20260714-1858/0_band1.png	Slot Type: Invalid
20260714-1858/0_band2.png	Loot State: Looted
20260714-1858/0_band3.png	Rarity: Epic
20260714-1858/0_band4.png	Heavy is the head that wears this crown.
20260714-1917/1_band0.png	Crystal Sword
20260714-1917/1_band1.png	Weapon Damage 14
20260714-1917/1_band2.png	Magic Weapon Damage 15
20260714-1917/1_band3.png	Move Speed -25
20260714-1917/1_band4.png	Required Class:
20260714-1917/1_band5.png	Wizard, Warlock, Sorcerer
20260714-1917/1_band6.png	Slot Type: Primary Weapon
20260714-1917/1_band7.png	Hand Type: Two-Handed
20260714-1917/1_band8.png	Weapon Type: Sword, Magic Stuff
20260714-1917/1_band9.png	Loot State: Supplied
20260714-1917/1_band10.png	Rarity: Common
20260714-1917/1_band11.png	An enigma to what materials this blade is
20260714-1917/1_band12.png	composed of, allowing magic to flow
20260714-1917/1_band13.png	through it.
20260714-2023-nipalan/6_band0.png	Nipalan
20260714-2023-nipalan/6_band1.png	Weapon Damage 38
20260714-2023-nipalan/6_band2.png	Move Speed -50
20260714-2023-nipalan/6_band3.png	Armor Penetration 15%
20260714-2023-nipalan/6_band4.png	+2.4% Magical Damage Reduction
20260714-2023-nipalan/6_band5.png	+2.9% Magic Penetration
20260714-2023-nipalan/6_band6.png	+2% Projectile Damage Reduction
20260714-2023-nipalan/6_band7.png	+5.6% Demon Damage Bonus
20260714-2023-nipalan/6_band8.png	+1 Magical Healing
20260714-2023-nipalan/6_band9.png	Gain 3 weapon damage and push the hit
20260714-2023-nipalan/6_band10.png	target back.
20260714-2023-nipalan/6_band11.png	Required Class:
20260714-2023-nipalan/6_band12.png	Ranger
20260714-2023-nipalan/6_band13.png	Slot Type: Primary Weapon
20260714-2023-nipalan/6_band14.png	Hand Type: Two-Handed
20260714-2023-nipalan/6_band15.png	Weapon Type: Bow
20260714-2023-nipalan/6_band16.png	Loot State: Looted
20260714-2023-nipalan/6_band17.png	Rarity: Artifact
20260714-2023-nipalan/6_band18.png	A bow crafted by a legendary tribe of
20260714-2023-nipalan/6_band19.png	warriors known as the Penobscots. So
20260714-2023-nipalan/6_band20.png	terrifyingly strong it knocks back their
20260714-2023-nipalan/6_band21.png	foes.
20260715-1334-fulgor/2_input0.png	Fulgor
20260715-1334-fulgor/2_input1.png	Weapon Damage 44
20260715-1334-fulgor/2_input2.png	Move Speed -30
20260715-1334-fulgor/2_input3.png	+1.7% Magical Damage Bonus
20260715-1334-fulgor/2_input4.png	+2.7% Action Speed
20260715-1334-fulgor/2_input5.png	+2 Additional Weapon Damage
20260715-1334-fulgor/2_input6.png	+1.5% Magical Damage Reduction
20260715-1334-fulgor/2_input7.png	+5.2% Undead Damage Reduction
20260715-1334-fulgor/2_input8.png	Gain 10% action speed. When you hit an
20260715-1334-fulgor/2_input9.png	enemy, cause a thunderbolt dealing
20260715-1334-fulgor/2_input10.png	20 (1.0) magical damage.
20260715-1334-fulgor/2_input11.png	Required Class:
20260715-1334-fulgor/2_input12.png	Fighter, Warlock, Sorcerer
20260715-1334-fulgor/2_input13.png	Slot Type: Primary Weapon
20260715-1334-fulgor/2_input14.png	Hand Type: Two-Handed
20260715-1334-fulgor/2_input15.png	Weapon Type: Sword
20260715-1334-fulgor/2_input16.png	Loot State: Handled
20260715-1334-fulgor/2_input17.png	Rarity: Artifact
20260715-1334-fulgor/2_input18.png	Long ago, a King was gifted this artifact
20260715-1334-fulgor/2_input19.png	by someone who valued his sense of
20260715-1334-fulgor/2_band20.png	dream, justice, love and kindness, hoping
20260715-1334-fulgor/2_band21.png	to help him carve these principles into the
20260715-1334-fulgor/2_input22.png	world.
20260715-1334-fulgor/2_input23.png	"Found by druidnerf46"
20260715-1335-vitality/16_input0.png	Ring of Vitality
20260715-1335-vitality/16_input1.png	Vigor 5
20260715-1335-vitality/16_input2.png	+6 Magical Healing
20260715-1335-vitality/16_input3.png	Slot Type: Ring
20260715-1335-vitality/16_input4.png	Loot State: Looted
20260715-1335-vitality/16_input5.png	Rarity: Unique
20260715-1335-vitality/16_input6.png	Pulsing with life force, subtly enhances
20260715-1335-vitality/16_input7.png	your vigor.
20260715-1335-vitality/16_input8.png	"Crafted by farterbeaterr"
20260715-2122-wizard-shoes/0_input0.png	Wizard Shoes
20260715-2122-wizard-shoes/0_input1.png	Armor Rating 13
20260715-2122-wizard-shoes/0_input2.png	Move Speed 8
20260715-2122-wizard-shoes/0_input3.png	Magical Power 2
20260715-2122-wizard-shoes/0_input4.png	Required Class:
20260715-2122-wizard-shoes/0_input5.png	Wizard, Warlock, Druid, Sorcerer
20260715-2122-wizard-shoes/0_input6.png	Slot Type: Feet
20260715-2122-wizard-shoes/0_input7.png	Armor Type: Leather
20260715-2122-wizard-shoes/0_input8.png	Loot State: Supplied
20260715-2122-wizard-shoes/0_input9.png	Rarity: Common
20260715-2122-wizard-shoes/0_input10.png	Crafted using some the softest leathers to
20260715-2122-wizard-shoes/0_input11.png	accommodate the delicate feet.
20260715-2243-spellweaver/5_input9.png	+4.1% Armor Penetration
20260715-2243-spellweaver/5_input26.png	"Found by TheAlchemistsLeftNut"
20260715-2258-phantom-flower/1_input0.png	Phantom Flower
